"name","authorities","region","address","telephone","principal","religion","main_deity","religious_group_id","religion_id","main_deity_id"
"南天宮","臺南市政府","臺南市鹽水區","三和里大豐88號","06-6551670","邱洋浩","道教","文衡聖帝",1487,"1","124"
"保壇宮","臺南市政府","臺南市鹽水區","文昌里羊稠厝9-1號","06-6550366","廖賜嘉","道教","中壇元帥",1488,"1","64"
"社口村福德祠","彰化縣政府","彰化縣芬園鄉","社口村彰南路四段196巷3號之1","049-2522704","張榮村","道教","福德正神",1489,"1","1"
"濟天宮","高雄市政府","高雄市前鎮區","明鳳三路220號","07-7935126","李義三","道教","張府元帥",1490,"1","397"
"牛稠仔保華宮","臺南市政府","臺南市仁德區","成功里保華路243號","06-2682229","黃翠雲","道教","保生大帝",1491,"1","31"
"淨修禪院","臺南市政府","臺南市仁德區","中山路934號","06-2672639","釋會晰","佛教","釋迦牟尼佛",1492,"2","5"
"興安宮","臺南市政府","臺南市仁德區","仁義六街27號","06-2702920","吳皆得","道教","池府千歲",1493,"1","39"
"普照山大同寺","新北市政府","新北市三芝區","店子里7鄰36號邊","02-26372118","鄭清波","佛教","觀世音菩薩",1494,"2","2"
"福惠宮","新北市政府","新北市三芝區","圓山里石曹子坑51號","02-26371161","吳健功","道教","朱池李三王爺",1495,"1","398"
"鰲峰宮","雲林縣政府","雲林縣元長鄉","長北村元中路70號","05-7882264","李思賢","道教","保生大帝",1496,"1","31"
"聖奉宮","雲林縣政府","雲林縣元長鄉","五塊村南火路4之6號","05-7886645","蔡龍?","道教","蘇府千歲",1497,"1","361"
"北聖宮","新北市政府","新北市中和區","板南路123之1號","02-22474798","林進益","道教","天上聖母",1498,"1","11"
"大安政天宮","臺中市政府","臺中市大安區","中庄里1鄰南勢厝路9號","09-19712421","黃種茂","道教","觀音佛祖",1499,"1","19"
"廣德堂","桃園市政府","桃園市中壢區","東興里25鄰東興街117號","03-4575011","羅銀祥","一貫道","明明上帝",1500,"3","21"
"復興寺","苗栗縣政府","苗栗縣大湖鄉","義和村15鄰盛興40號","037-992034","謝連嬌","佛教","釋迦牟尼佛",1501,"2","5"
"朝興宮","嘉義縣政府","嘉義縣大林鎮","排路里1鄰排子路18號","05-2653211","陳進慶","道教","天上聖母",1502,"1","11"
"觀音巖","新北市政府","新北市平溪區","公園街18號","02-24951292","林文喜","佛教","觀音佛祖",1503,"2","19"
"普賢寺","雲林縣政府","雲林縣斗南鎮","西伯里西伯路157之28號","05-5951571","蔡秋美","佛教","釋迦牟尼佛",1504,"2","5"
"關渡萬善同公祠","臺北市政府","臺北市北投區","一德里大度路3段336號","02-28955147","林福真","道教","地藏王菩薩",1505,"1","61"
"慈恩精舍","臺中市政府","臺中市太平區","振英街51巷40號","04-23950701","楊嬌美","佛教","釋迦牟尼佛",1506,"2","5"
"三元宮","苗栗縣政府","苗栗縣三灣鄉","永和村3鄰11號","037-832747","張添成","道教","三官大帝",1507,"1","63"
"財團法人北斗福德祠","彰化縣政府","彰化縣北斗鎮","新政里4鄰福安巷1號","04-8880929","","道教","福德正神",1508,"1","1"
"寶纈禪寺","新北市政府","新北市五股區","集福里成泰路4段43號","02-22911632","林美月","佛教","釋迦牟尼佛",1509,"2","5"
"後協代天府","高雄市政府","高雄市岡山區","介壽西路106號","07-6250020","謝振榮","道教","池府千歲",1510,"1","39"
"菱洲宮","臺南市政府","臺南市北區","成功路524號","06-2214993","周天福","道教","玄天上帝",1511,"1","8"
"北院廟","屏東縣政府","屏東縣崁頂鄉","力社村舊店路61號","08-8632851","陳丁富","道教","清水祖師",1512,"1","27"
"北極殿","臺南市政府","臺南市左鎮區","中正里171-3號","06-5731333","蕭富元","道教","玄天上帝",1513,"1","8"
"天后宮","臺南市政府","臺南市左鎮區","澄山里1鄰2號","06-5732137","陳金成","道教","天上聖母",1514,"1","11"
"左鎮大光明寺","臺南市政府","臺南市左鎮區","睦光里36號之6","928395326","巫桂月","佛教","三寶佛",1515,"2","218"
"護濟宮","臺南市政府","臺南市鹽水區","義中里樹仔腳6號","06-6522871","郭芬蘭","道教","呂府千歲",1516,"1","399"
"張天師府","雲林縣政府","雲林縣崙背鄉","阿勸村1鄰中厝23之1號","933438891","張樹城","道教","張天師",1517,"1","60"
"南海海蓮寺","屏東縣政府","屏東縣新埤鄉","餉潭村龍潭路36號","929336803","林玉霞","佛教","觀世音菩薩",1518,"2","2"
"嘉興宮","彰化縣政府","彰化縣芬園鄉","嘉興村芬草路一段175巷24號","049-2525530","黃周富","道教","天上聖母",1519,"1","11"
"台北市松山五分埔福德宮","臺北市政府","臺北市信義區","虎林街四育里47之3號","02-27692247","陳永昌","道教","福德正神",1520,"1","1"
"中嵙里保安宮","臺中市政府","臺中市東勢區","東崎路4段188巷33號","04-25874697","張志成","道教","三山國王",1521,"1","12"
"正覺寺","南投縣政府","南投縣竹山鎮","雲林里25鄰前山路一段9巷1號","49-2644693","籃志文","佛教","觀音大士",1522,"2","126"
"埤墘福德宮","新北市政府","新北市板橋區","華江里莊敬路179號","02-22521239","林朝枝","道教","福德正神",1523,"1","1"
" 成廣天后宮","臺東縣政府","臺東縣成功鎮","忠孝里8鄰成廣路33號","089-871062","詹慶全","道教","天上聖母",1524,"1","11"
"太安宮","臺南市政府","臺南市後壁區","竹新里1鄰1-1號","06-6351952","江清誥","道教","岳府元帥",1525,"1","400"
"太子宮","高雄市政府","高雄市苓雅區","凱旋二路111號","07-2225800","吳國偉","道教","金吒太子",1526,"1","401"
"石角庄前福德祠","臺中市政府","臺中市東勢區","東坑路121之6號","04-25877289","吳振嘉","道教","福德正神",1527,"1","1"
"天后宮","金門縣政府","金門縣金城鎮","民族路286巷5號","082-323646","","道教","天上聖母",1528,"1","11"
"新北市烏來普陀山慈音精舍","新北市政府","新北市烏來區","烏來里西羅岸路122號之5","02-26616397","陳東鍠","佛教","千手千眼觀世音菩薩",1529,"2","255"
"巡天宮","雲林縣政府","雲林縣北港鎮","新街里華勝路571號","05-7821766","盧水源","道教","蕭府千歲",1530,"1","129"
"松山慈惠堂","臺北市政府","臺北市信義區","中行里福德街251巷33號","02-27261735","李郭葉子","道教","瑤池金母",1531,"1","45"
"神農宮","屏東縣政府","屏東縣枋寮鄉","人和村建興路111號","","蔡光榮","道教","神農大帝",1532,"1","67"
"三慧精舍","屏東縣政府","屏東縣枋寮鄉","隆山村隆山路453號","08-8782198","褚明章","佛教","西方三聖",1533,"2","17"
"老埤五穀宮","屏東縣政府","屏東縣內埔鄉","老埤村南山路13號","08-7783170","胡文輝","道教","神農大帝",1534,"1","67"
"財團法人基督教國度豐收會","臺南市政府","臺南市永康區","復國二路110巷8號","06-2239561","陳弘彬","基督教","",1535,"6","1918"
"財團法人新北市中華基督教浸信會中和牧心堂","新北市政府","新北市中和區","連城路523巷13弄2號","02-22214188","鐘昱男","基督教","",1536,"6","1918"
"財團法人深水基督教會","高雄市政府","高雄市燕巢區","深水里大成路62號","07-6152684","馬林根","基督教","",1537,"6","1918"
"財團法人臺灣省桃園縣基督教內壢得勝靈糧堂","桃園市政府","桃園市中壢區","興農路110巷6號3樓","03-4613461","呂有田","基督教","",1538,"6","1918"
"財團法人新北市天理教飾大台北教會","新北市政府","新北市三重區","三和路3段151巷56號4樓","02-29711528","中谷吉哉","天理教","",1539,"10","1918"
"三山國王","屏東縣政府","屏東縣新埤鄉","建功村建功路30號","08-7971319","孔德成","道教","三山國王",1540,"1","12"
"賢明壇","臺南市政府","臺南市龍崎區","楠坑里7鄰小湖子15-1號","06-2374573","林茂盛","道教","玄天上帝",1541,"1","8"
"萬姓公","彰化縣政府","彰化縣芬園鄉","社口村仁愛街87號","049-2522436","許出勝","道教","大眾爺",1542,"1","102"
"北玄宮","彰化縣政府","彰化縣芬園鄉","茄荖村2鄰慶功街211巷48號","049-2524439","林金堂","道教","玄天上帝",1543,"1","8"
"靈山禪林寺","新北市政府","新北市石碇區","永定里藤寮坑2號","02-23818827","釋秋焱","佛教","釋迦牟尼佛",1544,"2","5"
"開台聖王廟","南投縣政府","南投縣竹山鎮","山崇里14鄰溫水巷24號","049-2623759","王金標","道教","開台聖王",1545,"1","118"
"添福宮","新北市政府","新北市汐止區","茄苳里茄福街73巷8號","02-86487124","廖豐文","道教","福德正神",1546,"1","1"
"板橋庭天宮","新北市政府","新北市板橋區","浮洲里大觀路一段28巷26號","02-29668964","林明田","道教","關聖帝君",1547,"1","35"
"菩提院","新北市政府","新北市板橋區","漢生里光正街45巷17號","02-29657185","蔡美姬","佛教","釋迦牟尼佛",1548,"2","5"
"后厝龍鳳宮","苗栗縣政府","苗栗縣竹南鎮","龍鳳里12鄰龍安街69號","037-464620","陳超明","道教","天上聖母",1549,"1","11"
"清豐宮","苗栗縣政府","苗栗縣竹南鎮","海口里1鄰8號","037-465858","葉海","道教","三府千歲",1550,"1","402"
"天寶宮","高雄市政府","高雄市苓雅區","光華一路100巷27號","07-7514600","黃朝光","道教","池府千歲",1551,"1","39"
"雷音禪寺","高雄市政府","高雄市鳥松區","仁美里仁德路7巷51號","07-7314812","謝重達","佛教","西方三聖",1552,"2","17"
"代天巡狩","金門縣政府","金門縣金城鎮","珠沙里泗湖8號","093-7475391","張建灝","道教","五主王爺",1553,"1","403"
"藥師精舍","臺南市政府","臺南市新化區","礁坑里1鄰36崙117號","06-5902067","趙玉紅","佛教","藥師佛",1554,"2","87"
"聖德宮","雲林縣政府","雲林縣北港鎮","仁安里中正路135號","05-7832721","黃恭喜","道教","關聖帝君",1555,"1","35"
"龍西壇","屏東縣政府","屏東縣枋寮鄉","天時村復興路48巷","08-8783887","李震家","道教","池府千歲",1556,"1","39"
"天意宮","屏東縣政府","屏東縣枋寮鄉","中寮村保安路55號","08-8780741","許晉國","道教","吳府千歲",1557,"1","47"
"福興宮","臺中市政府","臺中市大肚區","新興里沙田路二段124號","933416065","吳建興","道教","玄天上帝",1558,"1","8"
"小北城隍廟","臺南市政府","臺南市北區","小北里西門路4段70巷17號","06-2824320","曾銀德","道教","城隍尊神",1559,"1","65"
"南清宮","屏東縣政府","屏東縣崁頂鄉","越溪村民權路68號","08-8633679","梁武勇","道教","玄天上帝",1560,"1","8"
"慈聖宮","高雄市政府","高雄市阿蓮區","中正路424號","07-6311195","張靈銖","道教","瑤池金母",1561,"1","45"
"慈雲宮","臺中市政府","臺中市石岡區","土牛里3鄰豐勢路慈雲巷9號","04-25815135","劉光晏","道教","三山國王",1562,"1","12"
"宸威殿","高雄市政府","高雄市新興區","南華路127號","07-2378142","陳福隆","道教","真武大帝",1563,"1","123"
"台北市文山區頂公館福德宮","臺北市政府","臺北市文山區","公館街44之1號","02-29343086","許朝杉","道教","福德正神",1564,"1","1"
"石城仔福德廟","彰化縣政府","彰化縣芬園鄉","茄荖村2鄰慶功街295號","049-2523691","余耀堂","道教","土地公",1565,"1","25"
"三聚精舍","彰化縣政府","彰化縣芬園鄉","舊社村彰南路五段15巷30之1號","049-2526098","郭永慈","佛教","釋迦牟尼佛",1566,"2","5"
"天心宮","南投縣政府","南投縣竹山鎮","桶頭里鯉南路345之90號","049-2712267","曾敏龍","道教","王母娘娘",1567,"1","207"
"天宇三三道合五化院母懿堂","新北市政府","新北市汐止區","汐萬路三段66號","02-26431133","陳榮宗","道教","瑤池金母",1568,"1","45"
"聖德宮","新北市政府","新北市汐止區","勤進路193號","02-26419933","王炎山","道教","瑤池金母",1569,"1","45"
"竹南五穀宮","苗栗縣政府","苗栗縣竹南鎮","新南里五谷街16號","037-622454","黃阿泉","道教","神農大帝",1570,"1","67"
"崁頂福神宮","苗栗縣政府","苗栗縣竹南鎮","新南里14鄰57之1號","037-623528","黃盛長","道教","福德正神",1571,"1","1"
"德勝宮","苗栗縣政府","苗栗縣竹南鎮","港墘里塭內12鄰35之7號","037-460097","葉慶隆","道教","朱府王爺",1572,"1","286"
"澄清寺","高雄市政府","高雄市鳥松區","鳥松里文前路134號","07-3717958","陳貝絲","佛教","釋迦牟尼佛",1573,"2","5"
"白雲福德宮","新北市政府","新北市汐止區","白雲里水源路二段34號對面","02-26421023","陳錦順","道教","福德正神",1574,"1","1"
"慈禪寺","屏東縣政府","屏東縣竹田鄉","竹南村潮州路117號","08-7890589","林香珠","佛教","阿彌陀佛",1575,"2","29"
"受天宮","雲林縣政府","雲林縣北港鎮","新厝里61之1號","05-7822220","張國欽","道教","",1576,"1","1918"
"真武殿","雲林縣政府","雲林縣北港鎮","溝皂里4鄰160之1號","05-7921225","蔡清水","道教","玄天上帝",1577,"1","8"
"鎮安宮","雲林縣政府","雲林縣北港鎮","溝皂里13鄰217號","","吳冠成","道教","朱府千歲",1578,"1","26"
"褒忠福玄壇","高雄市政府","高雄市甲仙區","關山里關東巷19之1號","07-6752231","劉家和","道教","吳府三千歲",1579,"1","404"
"保安宮","臺中市政府","臺中市大肚區","永和里永和街31號","928383888","林聰祐","道教","玄天上帝",1580,"1","8"
"順天宮","臺中市政府","臺中市大肚區","永順里文昌路二段391號","04-26993874","陳耀堂","道教","媽祖",1581,"1","16"
"義民祠","南投縣政府","南投縣國姓鄉","乾溝村中西巷36號","049-2723185","田基堯","道教","義民爺",1582,"1","346"
"圓明禪寺","雲林縣政府","雲林縣林內鄉","林中村中正路329巷8號","05-5892047","陳貴美","佛教","釋迦牟尼佛",1583,"2","5"
"鎮安宮","雲林縣政府","雲林縣林內鄉","九芎村中央路160號","05-5891290","林志憲","道教","神農大帝",1584,"1","67"
"三重玄帝宮","新北市政府","新北市三重區","重陽路三段5巷8弄47號旁","02-29835265","王明達","道教","玄天上帝",1585,"1","8"
"龍雲宮","新北市政府","新北市三重區","永順里永安北路一段27巷58號旁","02-22878704","余炳鑫","道教","玄天上帝",1586,"1","8"
"大眾爺","基隆市政府","基隆市中正區","調和街301之106號","02-24693042","張金土","道教","老大公",1587,"1","405"
"聖平宮","基隆市政府","基隆市中正區","中正路656巷71弄30號之1","02-24629458","吳文綜","道教","中壇元帥",1588,"1","64"
"福林宮","基隆市政府","基隆市中正區","環港街84號3樓","02-24692364","蔡永源","道教","福德正神",1589,"1","1"
"福惠宮","基隆市政府","基隆市中正區","八斗街122之1號","02-24692614","許焜山","道教","大眾爺",1590,"1","102"
"福德宮(已廢止)","新北市政府","新北市金山區","西湖村1鄰13號旁","02-29603456","陸宜芳","道教","福德正神",1591,"1","1"
"財團法人基督教浸禮聖經會屏東會幕堂","屏東縣政府","屏東縣屏東市","忠孝路150號","08-7330081","陳建屏","基督教","",1592,"6","1918"
"卓蘭神召會","苗栗縣政府","苗栗縣卓蘭鎮","民族路15號","04-25892100","劉石連","基督教","",1593,"6","1918"
"財團法人基督教南投浸信宣道會","南投縣政府","南投縣南投市","玉井街81號","049-2221209","吳洪源","基督教","",1594,"6","1918"
"財團法人中華基督教協同會花蓮新生禮拜堂","花蓮縣政府","花蓮縣花蓮市","林森路335號","03-8323445","楊濟華","基督教","",1595,"6","1918"
"財團法人基督教中華循理會","高雄市政府","高雄市鳳山區","中山路70巷20號","07-7462086","潘良謙","基督教","",1596,"6","1918"
"財團法人中華基督教信義會恩橋堂","新竹市政府","新竹市東區","關東里光復路一段30巷46號","03-3343213","周士煒","基督教","",1597,"6","1918"
"古樓天主堂","屏東縣政府","屏東縣來義鄉","古樓村中正路139之1號","","","天主教","",1598,"7","1918"
"財團法人中華民國台北市基督教新生教團","臺北市政府","臺北市中山區","中庄里新生北路2段125號1樓","02-25419704","張重正","基督教","",1599,"6","1918"
"財團法人台北市基督教以馬內利教會","臺北市政府","臺北市萬華區","凌霄里中華路2段504巷45號","02-23031453","李起福","基督教","",1600,"6","1918"
"財團法人天主教普慈方濟修女會","桃園市政府","桃園市楊梅區","梅山西街89號","03-4782040","黃桂美","天主教","",1601,"7","1918"
"財團法人台灣省台南市美好基督教會","臺南市政府","臺南市北區","大豐里大興街285巷26弄9號","06-2591634","白素鳳","基督教","",1602,"6","1918"
"財團法人天主教會高雄教區","內政部","高雄市苓雅區","四維三路125號","07-3342142","劉振忠","天主教","",1603,"7","1918"
"財團法人中華基督教東勢浸信會","臺中市政府","臺中市東勢區","吉祥街10號","04-25879411","盧哲盛","基督教","",1604,"6","1918"
"財團法人金門基督教會","金門縣政府","金門縣金城鎮","珠浦北路30號","082-325326","陳世聰","基督教","",1605,"6","1918"
"財團法人台中水湳基督長老教會","臺中市政府","臺中市北屯區","平德路115號","04-22911600","蔡振芳","基督教","",1606,"6","1918"
"財團法人桃園市基督教新歌教會","桃園市政府","桃園市桃園區","國華街2號","091-1571211","李佳臻","基督教","",1607,"6","1918"
"財團法人天主教會高雄教區山地教會牡丹天主堂","屏東縣政府","屏東縣牡丹鄉","石門村石門路1-5號","08-8831169","","天主教","",1608,"7","1918"
"財團法人新北市基督教路德會板橋和平堂 ","新北市政府","新北市板橋區","民權路202巷17弄70號","02-29688148","沈仁正","基督教","",1609,"6","1918"
"台北霞海城隍廟","臺北市政府","臺北市大同區","永樂里迪化街1段61號","02-25580346","陳文文","道教","霞海城隍",1610,"1","406"
"萬善祠","宜蘭縣政府","宜蘭縣五結鄉","季新村16鄰新店路12之12號","03-9501115","賴振益","道教","有應公",1611,"1","248"
"順安宮","宜蘭縣政府","宜蘭縣五結鄉","大吉村大吉5路181巷12號","03-9502804","蔡秋明","道教","天上聖母",1612,"1","11"
"福德祠","臺北市政府","臺北市內湖區","康寧路1段236號","02-27900442","陳東源","道教","福德正神",1613,"1","1"
"紅毛港朝天宮","高雄市政府","高雄市前鎮區","明鳳三路51號","07-7935212","蘇發成","道教","天上聖母",1614,"1","11"
"妙崇寺","高雄市政府","高雄市前鎮區","衙愛街68號","07-8213353","吳碧珠","佛教","釋迦牟尼佛",1615,"2","5"
"北極殿","臺南市政府","臺南市仁德區","仁德里文華路三段189巷27弄56號","06-2891071","張傳授","道教","玄天上帝",1616,"1","8"
"清寧代天府","臺南市政府","臺南市仁德區","仁義里中清路82號","06-2792500","沈宗賢","道教","五府千歲",1617,"1","10"
"德興宮","嘉義縣政府","嘉義縣水上鄉","塗溝村頂塗溝3鄰18之1號","05-2680123","盧永露","道教","五谷聖帝",1618,"1","304"
"東方寺","臺北市政府","臺北市士林區","公館里永公路245巷24號","02-28616170","釋照印","佛教","釋迦牟尼佛",1619,"2","5"
"士林街福德宮","臺北市政府","臺北市士林區","義信里大南路138號","02-28819326","陳中和","道教","福德正神",1620,"1","1"
"永福寺","雲林縣政府","雲林縣斗六市","中和里城頂街156號","05-5322220","廖芳櫻","佛教","觀世音菩薩",1621,"2","2"
"天龍宮","雲林縣政府","雲林縣斗六市","久安里永興路82號","05-5222536","王專色","佛教","趙聖定遠帝君",1622,"2","407"
"大乾宮","雲林縣政府","雲林縣斗六市","鎮北里鎮北路234號","05-5321596","王昭雄","道教","玄天上帝",1623,"1","8"
"鶯歌石萬善祠","基隆市政府","基隆市安樂區","樂利三街1之1號","02-24312055","李財(逕予登","道教","土地正神",1624,"1","408"
"國家新城福德宮","基隆市政府","基隆市安樂區","樂利三街38巷13之4號","02-24324239","戴勝雄","道教","福德正神",1625,"1","1"
"定國宮","基隆市政府","基隆市安樂區","定國里定國街119巷65號","02-24291933","廖龍雄","道教","天上聖母",1626,"1","11"
"帝爺廟","南投縣政府","南投縣魚池鄉","武登村12鄰集里路6-1號","049-2861289","林如明","道教","玄天上帝",1627,"1","8"
"龍德宮","南投縣政府","南投縣魚池鄉","共和村4鄰碧山巷3之5號","049-2880056","李永達","道教","玄天上帝",1628,"1","8"
"福天宮","雲林縣政府","雲林縣斗六市","梅林里內林路58號","05-5571810","林明錸","佛教","觀音佛祖",1629,"2","19"
"白馬尊王廟","連江縣政府","連江縣北竿鄉","橋仔村79號旁","08-3655022","曹百達","道教","白馬尊王",1630,"1","376"
"馬祖廣玄宮","連江縣政府","連江縣北竿鄉","塘岐村273-4號","08-3655348","王樹欽","道教","北極真武老祖",1631,"1","292"
"法藏寺","臺北市政府","臺北市北投區","溫泉路林泉里156號","02-28912314","林珠","佛教","釋迦牟尼佛",1632,"2","5"
"保山宮","臺南市政府","臺南市安南區","怡安路一段385巷46號","06-2560020","蘇鑫城","道教","觀音佛祖",1633,"1","19"
"高雄市大寮區前庄元帥廟","高雄市政府","高雄市大寮區","前庄里(路)39號","07-7824855","陳富雄","道教","謝府元帥",1634,"1","231"
"保生宮","高雄市政府","高雄市大寮區","保生街107號","07-7878495","洪永泉","道教","保生大帝",1635,"1","31"
"三龍堂","高雄市政府","高雄市大寮區","大寮里大寮路779巷17號","07-7883616","蔡松汶","道教","溫府千歲",1636,"1","14"
"清寧宮","臺南市政府","臺南市仁德區","仁德里11鄰中正路2段1247號","06-2706522","呂瑞賢","道教","文衡聖帝",1637,"1","124"
"內湖公?庄武身開漳聖王廟","臺北市政府","臺北市內湖區","內湖路3段256巷8號","02-27955342","林金榜","道教","開漳聖王",1638,"1","42"
"寶豐宮","嘉義縣政府","嘉義縣水上鄉","南鄉村76號","05-2890627","李建祿","道教","媽祖",1639,"1","16"
"清水宮","屏東縣政府","屏東縣九如鄉","玉水村清水路52號","08-7392082","石金星","道教","三代祖師",1640,"1","409"
"三聖慈善堂","屏東縣政府","屏東縣佳冬鄉","玉光村中心路41號","08-8665706","曾玉枝","道教","觀音大士",1641,"1","126"
"福德宮","基隆市政府","基隆市七堵區","東新街42之1號","02-24564676","姚琴富","道教","福德正神",1642,"1","1"
"九天仙祖廟","高雄市政府","高雄市大社區","翠屏104之20號","07-3524165","陳天甲","道教","九天玄女",1643,"1","140"
"勸善堂","高雄市政府","高雄市六龜區","新威里新威153號","07-6871698","邱運林","道教","關聖帝君",1644,"1","35"
"菩提蘭若","高雄市政府","高雄市六龜區","新興里二坡33之20號","07-6872018","謝玉娥","佛教","西方三聖",1645,"2","17"
"上四村萬應廟","宜蘭縣政府","宜蘭縣五結鄉","上四村福德路97號","03-9653131","陳建生","道教","萬善同公",1646,"1","362"
"善覺寺","宜蘭縣政府","宜蘭縣五結鄉","五結村五結路二段520號","03-9506784","徐道心","佛教","釋迦牟尼佛",1647,"2","5"
"碧山巖開漳聖王廟","臺北市政府","臺北市內湖區","碧山里碧山路24號","02-27963755","林明脩","道教","開漳聖王",1648,"1","42"
"千光寺","嘉義縣政府","嘉義縣水上鄉","柳鄉村176之6號","05-2680123","童麗珍","佛教","釋迦牟尼佛",1649,"2","5"
"武忠宮","嘉義縣政府","嘉義縣水上鄉","忠和村檳榔樹角3鄰17號","05-2891218","賴長助","道教","玄天上帝爺",1650,"1","410"
"屏山天元宮","新北市政府","新北市三芝區","橫山56之2號","02-26363837","陳淑貞","道教","關聖帝君",1651,"1","35"
"六根莊萬應公祠","屏東縣政府","屏東縣佳冬鄉","六根村21鄰佳和路93-10號","","賴松光","道教","六根莊萬應公",1652,"1","411"
"公館五穀宮","苗栗縣政府","苗栗縣公館鄉","館中村宮前路68號","037-225204","劉學耆","道教","五穀大帝",1653,"1","412"
"武安洲廟","雲林縣政府","雲林縣元長鄉","鹿北村10鄰竹圍21號","05-7982362","陳昆山","道教","包府千歲",1654,"1","413"
"安田鎮安宮","臺中市政府","臺中市大安區","頂安里7鄰東西一路70巷36號","04-26864566","宋玉芳","道教","蘇府王爺",1655,"1","283"
"大湖觀音宮","苗栗縣政府","苗栗縣大湖鄉","富興村芎蕉坑5號","037-994338","陳永福","佛教","觀世音菩薩",1656,"2","2"
"菩提禪寺","基隆市政府","基隆市安樂區","安一路100巷299號","02-24225645","林美絹","佛教","釋迦牟尼佛",1657,"2","5"
"金聖公祠","臺中市政府","臺中市大肚區","大東里沙田路二段562巷108之1號","04-26990115","趙政忠","道教","金聖公",1658,"1","414"
"天后宮","高雄市政府","高雄市永安區","永安里忠孝街36號","07-6914199","黃世祿","道教","天上聖母",1659,"1","11"
"進興宮","雲林縣政府","雲林縣斗南鎮","阿丹里崙仔76號-2","05-5977142","葉傳盛","道教","玄天上帝",1660,"1","8"
"小南天福德廟","雲林縣政府","雲林縣斗南鎮","中天里福德街99號","05-5961145","陳慶修","道教","福德正神",1661,"1","1"
"芳林宮","雲林縣政府","雲林縣斗南鎮","林子里23之1號","05-5971015","俞永春","道教","天上聖母",1662,"1","11"
"武聖岳王廟","臺中市政府","臺中市大里區","立仁二路19號","04-22798253","陳志勇","道教","岳武穆王",1663,"1","415"
"五寶慈湖禪寺","苗栗縣政府","苗栗縣三灣鄉","北埔村6鄰下林坪120號","037-833758","游陳菊","佛教","釋迦牟尼佛",1664,"2","5"
"文衡宮","苗栗縣政府","苗栗縣三灣鄉","內灣村6鄰1號","037-833489","林永沐","道教","關聖帝君",1665,"1","35"
"富美?","彰化縣政府","彰化縣北斗鎮","光復路196號","04-8882530","許俊士","道教","蕭府王爺",1666,"1","416"
"福門宮","彰化縣政府","彰化縣北斗鎮","大新里大新路180號","092-1047631","葉首?","道教","土地公土地婆",1667,"1","417"
"聖賢宮","嘉義縣政府","嘉義縣大林鎮","中林里21鄰下潭底3之3號","05-2642828","徐?惠","道教","關聖帝君",1668,"1","35"
"大林順天宮","嘉義縣政府","嘉義縣大林鎮","三角里5鄰三角21號","05-2653211","馮賢卿","道教","玄天上帝",1669,"1","8"
"五王廟","臺南市政府","臺南市南區","金華路一段484巷244弄54號","932708261","湯智傑","道教","五府千歲",1670,"1","10"
"中埔福德宮","基隆市政府","基隆市七堵區","實踐里實踐路61之1號","02-24528137","王文德","道教","福德正神",1671,"1","1"
"七堵福安宮","基隆市政府","基隆市七堵區","明德一路258號","02-24561277","張世璿","道教","福德正神",1672,"1","1"
"草濫清水巖","基隆市政府","基隆市七堵區","泰安路2巷10號","02-24515515","李精江","道教","清水祖師",1673,"1","27"
"潭墘樂墘宮","新北市政府","新北市中和區","安和里安平路99號","02-89411342","呂芳齊","道教","福德正神",1674,"1","1"
"下崙福安宮","雲林縣政府","雲林縣口湖鄉","福安路22號","05-7991028","王榮裕","道教","丁府八千歲",1675,"1","418"
"全台開基藥王廟","臺南市政府","臺南市中西區","金華路四段86號","06-2267763","邱彌文","道教","藥王大帝",1676,"1","419"
"北極殿","臺南市政府","臺南市中西區","民權路二段89號","06-2268875","陳榮和","道教","玄天上帝",1677,"1","8"
"玄良亭","臺南市政府","臺南市中西區","五妃街324號","06-2131829","陳秀里","佛教","觀世音菩薩",1678,"2","2"
"七股九龍宮","臺南市政府","臺南市七股區","七股里4鄰95號","06-7874436","黃智明","道教","吳府千歲",1679,"1","47"
"三峽廣行宮","新北市政府","新北市三峽區","龍埔里三樹路98巷187之1號","02-26730131","黃騰霆","道教","關聖帝君",1680,"1","35"
"金剛寺","臺北市政府","臺北市中山區","劍潭里中山北路4段71巷2弄臨3號","02-28851890","陳添益","佛教","阿彌陀佛",1681,"2","29"
"奉祈宮","雲林縣政府","雲林縣土庫鎮","新庄里10鄰311之1號","05-6655343","李秋木","佛教","媽祖",1682,"2","16"
"官埔代天府","雲林縣政府","雲林縣土庫鎮","崙內里115之4號","05-6654764","吳英華","道教","五府千歲",1683,"1","10"
"興濟宮","雲林縣政府","雲林縣土庫鎮","溪邊里溪埔寮50號","05-6622284","吳秋月","一貫道","明明上帝",1684,"3","21"
"祈安宮","宜蘭縣政府","宜蘭縣五結鄉","季新村季水路51號","03-9500993","張阿順","道教","三府王爺",1685,"1","32"
"萬聖堂","桃園市政府","桃園市大溪區","復興里環湖1段238巷57號","03-4112137","呂春明","道教","關聖帝君",1686,"1","35"
"復興宮","桃園市政府","桃園市大溪區","復興里復興路二段287巷15號","03-3888875","朱子明","道教","開漳聖王",1687,"1","42"
"紫皇天乙真慶宮","新北市政府","新北市八里區","舊城里中華路二段165巷33號","02-26101739","周陳素","道教","真武大帝",1688,"1","123"
"台北五股坑朝天府","新北市政府","新北市五股區","民義里民義路一段255號之12","02-22917458","翁水河","道教","北府五王",1689,"1","420"
